,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
99,Terrace Bay,90,CA,1551477600,52,48.78,-87.1,17.6,2.24
100,Avarua,68,CK,1551477600,83,-21.21,-159.78,84.2,9.17
101,Zlobin,20,HR,1551479085,76,45.29,14.65,50.0,5.82
102,Ambilobe,32,MG,1551479219,80,-13.19,49.05,77.61,10.45
103,Nancha,32,CN,1551479219,54,47.14,129.26,5.79,2.17
104,Barra do Garcas,40,BR,1551474000,83,-15.89,-52.26,78.8,6.2
105,College,1,US,1551478807,78,64.86,-147.8,34.0,2.17
106,Kampene,0,CD,1551479223,92,-3.59,26.67,71.67,2.17
107,Plettenberg Bay,0,ZA,1551479224,99,-34.05,23.37,64.61,3.62
108,Krian,24,ID,1551479226,100,-7.41,112.58,77.16,4.07
109,Georgetown,40,GY,1551477600,74,6.8,-58.16,82.4,6.93
110,Haines Junction,68,CA,1551479133,84,60.75,-137.51,14.25,2.62
111,Umm Lajj,0,SA,1551479229,100,25.02,37.27,57.68,10.0
112,Nome,1,US,1551478724,68,30.04,-94.42,71.6,4.7
113,Itarema,76,BR,1551479063,83,-2.92,-39.92,80.4,6.64
114,Sao Filipe,0,CV,1551478742,80,14.9,-24.5,74.51,17.83
115,Coquimbo,0,CL,1551477600,72,-29.95,-71.34,64.4,10.29
116,Nanortalik,48,GL,1551478907,95,60.14,-45.24,31.17,20.74
117,Wloszczowa,0,PL,1551479229,1,50.85,19.97,33.01,7.65
118,Kotido,0,UG,1551479234,47,3.01,34.12,70.55,6.2
119,Gandajika,64,CD,1551479237,93,-6.75,23.95,73.61,3.06
120,Nemuro,0,JP,1551479008,100,43.32,145.57,29.55,20.74
121,Margate,0,AU,1551478560,34,-43.03,147.26,78.8,11.41
122,Aswan,20,EG,1551479005,57,24.09,32.9,50.61,7.87
123,San Angelo,1,US,1551479111,32,31.46,-100.44,80.6,5.82
124,Batagay,56,RU,1551479240,50,67.65,134.64,-30.93,2.51
125,Bethel,90,US,1551477360,86,60.79,-161.76,37.4,18.34
126,Puntarenas,40,CR,1551477600,61,9.98,-84.84,77.0,11.41
127,Izumo,20,JP,1551475800,100,35.37,132.75,35.6,8.05
128,San Patricio,0,PY,1551478756,58,-26.98,-56.83,82.61,2.39
129,Makakilo City,90,US,1551478653,64,21.35,-158.09,75.2,9.17
130,Acapulco,5,MX,1551476520,70,16.86,-99.88,84.2,9.17
131,Torbay,40,CA,1551478614,62,47.66,-52.73,21.99,29.97
132,Bubaque,0,GW,1551479248,78,11.28,-15.83,82.47,12.24
133,Kruisfontein,24,ZA,1551478865,90,-34.0,24.73,62.49,5.97
134,Weyburn,44,CA,1551479113,81,49.67,-103.85,5.0,21.99
135,Anadyr,40,RU,1551478994,92,64.73,177.51,23.0,26.84
136,Chuy,0,UY,1551478760,51,-33.69,-53.46,82.92,9.55
137,Upernavik,36,GL,1551478882,100,72.79,-56.15,1.83,9.66
138,Luderitz,0,NA,1551479252,71,-26.65,15.16,65.15,18.28
139,Dzilam Gonzalez,44,MX,1551479254,81,21.28,-88.93,77.61,5.97
140,Cabra,0,ES,1551479215,71,37.47,-4.43,54.0,4.7
141,Tasiilaq,68,GL,1551477000,67,65.61,-37.64,21.2,43.62
142,Caohai,0,CN,1551479258,44,26.87,104.28,46.2,10.0
143,Placido de Castro,48,BR,1551479259,89,-10.34,-67.19,76.62,4.18
144,San Quintin,56,PH,1551479260,90,17.54,120.52,65.1,2.95
145,Quesnel,44,CA,1551478832,33,52.98,-122.49,18.0,3.0
146,Hualmay,68,PE,1551478949,66,-11.1,-77.61,76.89,5.64
147,Katsuura,0,JP,1551475200,80,33.93,134.5,42.8,2.24
148,Arraial do Cabo,75,BR,1551474000,83,-22.97,-42.02,80.6,2.24
149,Castro,90,CL,1551477600,67,-42.48,-73.76,60.8,12.75
150,Guilin,90,CN,1551477600,93,25.28,110.29,48.2,2.24
151,Port Lincoln,8,AU,1551479101,89,-34.72,135.86,68.75,7.09
152,Konotop,88,UA,1551479263,86,51.24,33.21,24.78,15.48
153,Xilopolis,0,GR,1551479119,61,40.93,23.18,54.0,6.93
154,Binzhou,48,CN,1551478163,48,37.38,117.96,43.0,3.51
155,Maple Creek,80,CA,1551479135,83,49.91,-109.46,1.02,10.78
156,Amapa,20,HN,1551478634,55,15.09,-87.97,87.01,20.8
157,Vanimo,92,PG,1551479265,100,-2.67,141.3,82.11,9.22
158,Mahanoro,92,MG,1551479268,100,-19.9,48.8,74.46,2.06
159,Severo-Kurilsk,36,RU,1551478868,100,50.68,156.12,15.83,7.2
160,Salalah,75,OM,1551477000,78,17.01,54.1,77.0,2.24
161,Airai,64,TL,1551479270,91,-8.93,125.41,70.32,0.72
162,Mount Isa,0,AU,1551477600,44,-20.73,139.49,80.6,8.05
163,Lorengau,68,PG,1551478727,99,-2.02,147.27,82.65,6.53
164,Deputatskiy,64,RU,1551478799,38,69.3,139.9,-26.52,2.73
165,Gazimurskiy Zavod,0,RU,1551479280,65,51.55,118.33,6.24,2.62
166,Yekaterinoslavka,24,RU,1551479281,63,54.34,72.46,3.36,3.18
167,Sibolga,88,ID,1551479023,100,1.74,98.78,67.98,0.94
168,La Rioja,12,AR,1551479281,42,-29.41,-66.86,88.23,3.4
169,Magan,40,RU,1551475800,75,62.1,129.53,-20.21,2.24
170,Hofn,92,IS,1551479011,100,64.25,-15.21,38.46,23.87
171,Port Elizabeth,90,US,1551478748,93,39.31,-74.98,39.0,10.29
172,Sayyan,0,YE,1551479282,87,15.17,44.32,46.16,1.61
173,Simi,90,US,1551479279,62,38.64,-122.87,57.99,4.07
174,Kangaba,0,ML,1551479284,32,11.94,-8.41,66.41,8.55
175,Talnakh,76,RU,1551479138,85,69.49,88.39,8.31,17.05
176,Paracatu,44,BR,1551478990,69,-17.22,-46.87,81.39,3.4
177,Liverpool,40,GB,1551479266,81,53.41,-2.98,48.0,10.29
178,Vostok,0,RU,1551479286,68,46.45,135.83,8.45,3.18
179,Parana,40,BR,1551477600,78,-7.52,-72.89,82.4,2.24
180,Quatre Cocos,40,MU,1551479039,88,-20.21,57.76,80.6,8.05
181,Thaba Nchu,0,ZA,1551477600,55,-29.2,26.83,60.8,2.84
182,Fortuna,0,ES,1551478775,93,38.18,-1.13,57.0,4.7
183,Torbat-e Jam,92,IR,1551479294,90,35.24,60.63,36.03,1.95
184,Bintulu,56,MY,1551479283,89,3.17,113.03,76.89,3.74
185,Chaman,92,AF,1551479298,92,30.92,66.46,43.86,19.28
186,Dharchula,32,IN,1551479299,63,29.85,80.53,27.71,2.39
187,Nelson Bay,56,AU,1551478844,64,-32.72,152.14,75.2,5.82
188,Brooks,64,CA,1551478533,66,50.57,-111.89,-5.01,8.99
189,Goulburn,76,AU,1551479120,77,-34.75,149.72,69.01,2.95
190,Cuiluan,24,CN,1551479317,70,47.72,128.65,5.79,2.62
191,Mildura,0,AU,1551478576,31,-34.18,142.16,82.0,4.7
192,New Norfolk,0,AU,1551478560,34,-42.78,147.06,78.8,11.41
193,Hobyo,92,SO,1551479028,92,5.35,48.53,76.26,8.43
194,Coburg,92,DE,1551479225,96,50.26,10.96,45.0,5.64
195,Savinskiy,36,RU,1551479320,87,62.93,40.14,15.65,6.42
196,Reshetylivka,80,UA,1551479321,94,49.56,34.08,27.93,13.91
197,Caraquet,1,CA,1551478855,38,47.79,-64.94,26.6,11.41
198,Fez,20,MA,1551477600,87,34.03,-5.02,51.8,6.93
199,Longonjo,64,AO,1551479331,96,-12.91,15.25,60.42,2.51
200,Abu Kamal,0,SY,1551479331,85,34.45,40.92,37.16,8.77
201,Tilichiki,12,RU,1551479332,45,60.47,166.1,-15.9,4.18
202,Souillac,90,FR,1551479246,87,45.6,-0.6,48.2,3.36
203,Cayenne,100,GF,1551477600,74,4.94,-52.33,78.8,6.93
204,Timbuktu,0,ML,1551479332,30,16.77,-3.01,62.49,9.78
205,Jacareacanga,20,BR,1551474000,66,-6.22,-57.76,86.0,3.36
206,San Jeronimo,80,PE,1551479333,76,-13.65,-73.37,53.4,2.39
207,Sola,0,NO,1551479179,100,58.89,5.65,33.01,6.93
208,Aksu,75,KZ,1551477600,84,52.04,76.93,8.6,2.24
209,Russell,0,AR,1551477600,29,-33.01,-68.8,89.6,6.93
210,Simao,0,CN,1551479334,83,22.76,100.79,49.53,2.28
211,Tocopilla,0,CL,1551479334,71,-22.09,-70.2,71.45,6.64
212,Kamaishi,0,JP,1551479336,66,39.28,141.86,32.61,7.65
213,Fort Nelson,5,CA,1551477600,45,58.81,-122.69,1.4,2.24
214,Tessalit,0,ML,1551478796,35,20.2,1.01,57.95,9.66
215,Entebbe,20,UG,1551477600,83,0.06,32.45,73.4,4.7
216,Vorukh,56,KG,1551479341,81,39.85,70.57,15.65,1.72
217,Katherine,0,AU,1551477600,78,-14.47,132.26,77.0,3.36
218,Santa Cruz,40,US,1551479329,71,36.97,-122.03,59.0,4.7
219,Gornyak,92,KZ,1551479347,86,51.0,81.46,25.55,2.95
220,Constitucion,5,MX,1551478815,10,23.99,-104.67,80.6,11.41
221,Gigmoto,68,PH,1551479348,100,13.78,124.39,74.01,9.89
222,Ostrovnoy,68,RU,1551479348,91,68.05,39.51,15.65,10.78
223,Reconquista,0,AR,1551479234,37,-29.14,-59.64,88.41,7.65
224,Moissala,48,TD,1551479349,64,8.34,17.77,81.98,2.95
225,Naryan-Mar,0,RU,1551479353,81,67.67,53.09,7.5,15.03
226,Yar-Sale,36,RU,1551479026,74,66.83,70.83,-3.53,3.29
227,Byadgi,0,IN,1551479357,58,14.68,75.48,62.94,2.73
228,Bredasdorp,12,ZA,1551478575,77,-34.53,20.04,60.8,3.36
229,Kahului,40,US,1551478594,47,20.89,-156.47,75.99,10.29
230,Murgab,90,TM,1551477600,81,37.5,61.97,48.2,9.17
231,Latung,12,ID,1551479362,90,-8.45,120.42,72.71,3.06
232,Baie-Comeau,90,CA,1551479340,68,49.22,-68.15,24.8,17.22
233,Bantou,80,CN,1551479364,96,26.22,117.49,53.13,2.06
234,Shouguang,24,CN,1551478163,48,36.88,118.73,43.0,2.62
235,Eydhafushi,0,MV,1551479365,100,5.1,73.07,81.66,6.98
236,Vao,0,EE,1551479365,83,59.1,26.19,14.16,5.75
237,Sitka,0,US,1551478566,49,37.17,-99.65,50.0,1.99
238,Kayseri,75,TR,1551477000,59,38.73,35.48,37.4,5.3
239,Nikolayevsk-na-amure,0,RU,1551479366,68,53.14,140.72,1.83,7.09
240,Barinas,0,VE,1551479366,46,8.64,-70.23,92.55,9.33
241,Knysna,8,ZA,1551477660,93,-34.04,23.05,64.4,3.36
242,Southbridge,1,US,1551479363,49,42.08,-72.03,36.0,9.17
243,Sioux Lookout,75,CA,1551477600,51,50.1,-91.92,12.2,6.93
244,Japura,64,ID,1551479368,97,-0.42,102.29,73.47,1.95
245,Nortelandia,8,BR,1551479369,76,-14.45,-56.8,83.15,5.75
246,Grindavik,90,IS,1551477600,100,63.84,-22.43,37.4,9.17
247,Carnarvon,0,ZA,1551479369,37,-30.97,22.13,63.48,7.65
248,Dawei,12,MM,1551479371,86,14.07,98.19,72.71,1.72
249,Leon,90,US,1551478609,96,40.74,-93.75,33.8,8.05
250,Plyussa,0,RU,1551479372,82,58.42,29.37,12.86,4.63
251,Pringsewu,92,ID,1551479372,96,-5.36,104.98,72.93,2.28
252,Mackenzie,1,CA,1551478920,35,55.34,-123.09,6.8,9.17
253,Carutapera,92,BR,1551479373,94,-1.2,-46.02,78.24,3.62
254,Tadine,88,NC,1551479377,97,-21.55,167.88,78.96,25.88
255,Norman Wells,5,CA,1551474000,59,65.28,-126.83,-0.41,23.04
256,Muros,90,ES,1551479373,100,42.77,-9.06,57.99,5.82
257,Maningrida,20,AU,1551478908,89,-12.05,134.23,79.68,9.66
258,Thunder Bay,90,CA,1551479151,52,48.41,-89.26,21.0,8.05
259,Ulety,0,RU,1551479380,53,51.36,112.48,4.8,2.62
260,Taoudenni,0,ML,1551479099,27,22.68,-3.98,57.5,9.22
261,Salaga,68,GH,1551479380,37,8.55,-0.52,83.15,7.76
262,Sanchursk,76,RU,1551479381,89,56.94,47.25,19.88,9.44
263,The Valley,20,AI,1551478533,69,18.22,-63.06,78.8,14.99
264,Ribeira Grande,40,PT,1551475800,87,38.52,-28.7,60.8,10.29
265,Ponta do Sol,100,BR,1551478801,87,-20.63,-46.0,72.8,2.62
266,Pontianak,80,ID,1551479385,100,-0.02,109.34,76.4,5.75
267,Dirba,0,NG,1551479386,44,10.1,13.23,73.02,4.18
268,Vanavara,92,RU,1551479387,90,60.35,102.28,18.3,2.73
269,Florianopolis,20,BR,1551479286,78,-27.6,-48.55,78.01,4.7
270,Kandrian,36,PG,1551479389,95,-6.21,149.55,76.89,3.06
271,Cape Coast,24,GH,1551479391,85,5.11,-1.24,78.24,5.64
272,Aksarka,12,RU,1551479392,59,66.56,67.8,-12.98,3.29
273,Kardamaina,40,GR,1551477000,76,36.78,27.14,53.6,1.12
274,Kitaibaraki,20,JP,1551478856,51,36.84,140.74,37.4,12.75
275,Neiafu,20,TO,1551477600,79,-18.65,-173.98,84.2,5.82
276,Rundu,48,NA,1551479394,67,-17.91,19.77,74.37,4.18
277,Moranbah,92,AU,1551479394,96,-22.0,148.04,67.17,7.2
278,Yining,92,CN,1551479394,98,29.04,114.56,45.93,2.17
279,Visnes,8,NO,1551479236,86,59.36,5.22,37.99,9.17
280,Ilulissat,20,GL,1551477000,73,69.22,-51.1,26.6,12.75
281,Belaya Gora,8,RU,1551479397,58,68.54,146.19,-33.05,3.06
282,Voineasa,75,RO,1551479116,65,45.42,23.96,46.4,13.87
283,Shieli,0,KZ,1551479398,86,44.18,66.74,34.68,4.52
284,Alabaster,90,US,1551479382,82,33.24,-86.82,64.0,10.29
285,Douentza,0,ML,1551479398,33,15.01,-2.95,58.71,6.42
286,Rabo de Peixe,40,PT,1551479353,87,37.8,-25.58,60.8,13.87
287,Khandbari,0,NP,1551479402,58,27.38,87.21,20.23,1.68
288,Yerbogachen,64,RU,1551479404,81,61.28,108.01,9.07,4.7
289,Belz,75,UA,1551477600,70,50.38,24.01,32.0,13.42
290,Monrovia,20,LR,1551477600,88,6.33,-10.8,78.8,4.81
291,Wagga Wagga,0,AU,1551479406,53,-35.12,147.37,75.99,17.22
292,Coihaique,40,CL,1551477600,55,-45.58,-72.07,62.6,6.93
293,Macklin,24,CA,1551479418,77,52.34,-109.94,-5.2,11.86
294,Grants,1,US,1551477300,19,35.15,-107.85,59.0,11.41
295,Yeppoon,92,AU,1551477600,65,-23.13,150.74,77.0,12.75
296,Barrow,8,AR,1551479426,42,-38.31,-60.23,67.7,17.56
297,Merauke,48,ID,1551479428,100,-8.49,140.4,80.62,5.59
298,Brae,92,GB,1551477000,87,60.4,-1.35,44.6,16.11
299,San Juan,40,PR,1551479131,65,18.47,-66.12,80.6,16.11
300,Miri,68,NG,1551479134,58,10.31,9.75,76.62,2.95
301,Meulaboh,44,ID,1551479434,100,4.14,96.13,78.95,5.26
302,Tiarei,20,PF,1551478989,74,-17.53,-149.33,87.01,4.7
303,Rancho Palos Verdes,75,US,1551479426,63,33.75,-118.37,69.01,8.05
304,Tesanj,40,BA,1551477600,70,44.61,17.99,50.0,3.36
305,Labuhan,92,ID,1551479441,91,-2.54,115.51,75.08,0.89
306,Whitianga,0,NZ,1551479410,50,-36.83,175.7,73.99,5.01
307,Skibbereen,20,IE,1551477600,93,51.55,-9.27,48.2,8.05
308,Lipin Bor,64,RU,1551479442,85,60.26,37.97,13.25,5.37
309,Korhogo,8,CI,1551479442,34,9.46,-5.63,67.61,7.49
310,Tangshan,0,CN,1551479443,82,39.63,118.17,34.54,2.8
311,Brigantine,90,US,1551479296,100,39.41,-74.36,39.0,9.17
312,Ekhabi,36,RU,1551479444,89,53.51,142.97,-0.84,3.36
313,Aklavik,5,CA,1551477600,58,68.22,-135.01,1.4,17.22
314,Narrabri,64,AU,1551474000,46,-30.33,149.78,71.6,6.08
315,Sokna,0,NO,1551479439,73,60.24,9.92,28.0,1.9
316,Belmonte,48,PT,1551478516,93,40.36,-7.35,44.01,1.01
317,Esperance,20,TT,1551479408,58,10.24,-61.45,82.4,13.87
318,Bhadrachalam,12,IN,1551479448,92,17.67,80.89,69.82,5.48
319,Urusha,24,RU,1551479448,69,54.05,122.9,8.3,2.57
320,Beverley,76,GB,1551479434,93,53.84,-0.43,46.99,11.41
321,Gornopravdinsk,88,RU,1551479451,86,60.06,69.92,23.11,8.5
322,Harper,1,US,1551479439,77,30.3,-99.24,80.01,11.41
323,Vincennes,90,US,1551479447,94,38.68,-87.53,44.01,2.57
324,Kaeo,8,NZ,1551478205,90,-35.1,173.78,73.99,13.42
325,Susanville,1,US,1551479257,52,40.42,-120.65,46.4,21.92
326,Sobolevo,76,RU,1551479112,78,54.43,31.9,19.25,16.26
327,Grand Gaube,40,MU,1551478739,88,-20.01,57.66,80.6,8.05
328,Port Said,0,EG,1551479466,52,25.34,30.55,41.51,2.68
329,Walvis Bay,20,NA,1551477727,77,-22.95,14.51,66.99,5.82
330,Tarko-Sale,68,RU,1551479357,88,64.92,77.78,12.99,1.99
331,Cairns,75,AU,1551479463,88,-16.92,145.77,75.2,11.41
332,Port Hedland,40,AU,1551478020,94,-20.31,118.58,78.8,21.92
333,Cururupu,92,BR,1551479125,91,-1.82,-44.87,78.56,4.07
334,Rafaela,8,AR,1551479283,40,-31.25,-61.49,84.99,1.99
335,Singkang,75,MY,1551477600,83,2.1,102.8,77.0,5.82
336,Toledo,40,PH,1551477600,78,10.38,123.64,75.2,5.82
337,Beringovskiy,20,RU,1551478916,81,63.05,179.32,24.69,15.48
338,Glens Falls,1,US,1551479489,79,43.31,-73.64,37.4,5.82
339,Tabou,44,CI,1551479490,95,4.42,-7.36,83.63,6.71
340,Port-Gentil,40,GA,1551474000,88,-0.72,8.78,80.6,4.7
341,Mugla,20,BG,1551477600,43,41.62,24.49,51.8,12.75
342,Birao,0,CF,1551479491,35,10.3,22.78,71.89,7.83
343,Muncar,48,ID,1551479491,94,-8.43,114.34,81.11,4.25
344,Kavieng,20,PG,1551479081,100,-2.57,150.8,82.43,5.64
345,Sabzevar,68,IR,1551479492,87,36.21,57.68,33.95,2.57
346,Nueve de Julio,0,AR,1551479492,36,-31.67,-68.39,77.29,3.24
347,Ixtapa,5,MX,1551479106,78,20.71,-105.21,78.01,12.75
348,Adrar,0,DZ,1551477600,30,27.87,-0.29,53.6,8.05
349,Clyde River,20,CA,1551477600,77,70.47,-68.59,3.2,25.28
350,Hirara,20,JP,1551475800,88,24.8,125.28,68.0,5.82
351,Nouakchott,0,MR,1551477600,13,18.08,-15.98,66.2,9.17
352,Aripuana,56,BR,1551479261,76,-9.17,-60.63,82.88,2.73
353,Imbituba,20,BR,1551477600,78,-28.24,-48.67,77.0,4.7
354,Laramie,1,US,1551479393,24,41.31,-105.59,42.8,23.04
355,Nanga Eboko,80,CM,1551479495,56,4.68,12.37,76.84,7.27
356,Tual,80,ID,1551479005,100,-5.67,132.75,81.03,12.8
357,Vila Franca do Campo,40,PT,1551479473,87,37.72,-25.43,60.8,13.87
358,Xifeng,0,CN,1551479496,34,42.73,124.72,36.43,8.28
359,Hamilton,75,BM,1551478722,82,32.3,-64.78,68.0,4.7
360,Okha,36,RU,1551479496,89,53.59,142.95,-0.84,3.36
361,Puerto Baquerizo Moreno,40,EC,1551477600,74,-0.9,-89.6,84.2,6.93
362,Astaneh-ye Ashrafiyeh,0,IR,1551477600,93,37.26,49.94,39.2,4.7
363,Atambua,44,ID,1551478999,100,-9.11,124.89,77.21,3.06
364,Eureka,90,US,1551479497,81,40.8,-124.16,54.0,5.82
365,Cap Malheureux,40,MU,1551479340,88,-19.98,57.61,80.6,8.05
366,Kampot,20,KH,1551477600,65,10.62,104.18,80.6,9.17
367,Lagunas,92,PE,1551479499,100,-5.23,-75.68,72.65,3.02
368,Egvekinot,80,RU,1551479499,90,66.32,-179.17,23.06,12.75
369,Saint George,20,GR,1551477000,70,39.45,22.34,48.2,4.14
370,Medicine Hat,90,CA,1551479445,64,50.04,-110.68,-1.0,17.22
371,Komsomolskiy,64,RU,1551479011,79,67.55,63.78,0.93,11.79
372,Primero de Enero,40,CU,1551477000,65,21.94,-78.43,80.6,11.41
